,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
348,C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,72.5,18.13,26,1
349,EPX,Travel Agency,Online,Others,13,Others,10.0,0.0,26,0
350,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,39.6,23.76,40,0
351,EPX,Travel Agency,Online,Others,6,Others,10.0,0.0,36,0
352,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,99.0,59.4,51,0
353,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,22.5,5.63,41,0
354,EPX,Travel Agency,Online,Others,21,Others,10.0,0.0,25,0
355,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,Others,27.0,0.0,37,0
356,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,Others,22.0,0.0,36,0
357,EPX,Travel Agency,Online,Others,5,Others,10.0,0.0,49,0
358,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,109,Others,39.6,23.76,49,0
359,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,Others,35.0,0.0,36,0
360,EPX,Travel Agency,Online,Others,6,Others,10.0,0.0,36,0
361,Others,Airlines,Online,Others,14,Others,35.0,12.25,47,0
362,C2B,Airlines,Online,Silver Plan,41,SINGAPORE,33.5,8.38,29,0
363,Others,Airlines,Online,Others,12,Others,39.0,15.6,118,0
364,C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,280.8,70.2,68,0
365,Others,Airlines,Online,Others,15,Others,31.0,12.4,37,0
366,EPX,Travel Agency,Online,Others,41,Others,28.0,0.0,36,0
367,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,20.0,0.0,36,0
368,Others,Airlines,Online,Others,15,Others,22.0,7.7,38,0
369,EPX,Travel Agency,Online,Others,50,Others,10.0,0.0,27,0
370,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,291.75,72.94,28,0
371,C2B,Airlines,Online,Bronze Plan,161,SINGAPORE,34.5,8.63,44,0
372,EPX,Travel Agency,Online,Others,154,Others,10.0,0.0,34,0
373,Others,Airlines,Online,Others,6,Others,39.0,15.6,118,0
374,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,69.3,41.58,31,0
375,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,37,0
376,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,Others,22.0,0.0,36,0
377,EPX,Travel Agency,Online,Others,6,Others,12.0,0.0,31,0
378,EPX,Travel Agency,Online,Others,2,SINGAPORE,11.0,0.0,36,0
379,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,Others,29.7,17.82,38,0
380,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,Others,19.8,11.88,28,0
381,EPX,Travel Agency,Online,Others,18,Others,19.0,0.0,36,0
382,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,Others,99.0,59.4,49,0
383,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,Others,28.0,0.0,36,0
384,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,22.0,0.0,36,0
385,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,Others,20.0,0.0,36,0
386,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,Others,29.7,17.82,30,0
387,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,Others,20.0,0.0,51,0
388,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,138.6,83.16,31,0
389,EPX,Travel Agency,Online,Others,8,Others,12.0,0.0,45,1
390,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,39.6,23.76,49,0
391,Others,Airlines,Online,Others,35,Others,22.0,7.7,53,0
392,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,27.0,6.75,25,0
393,EPX,Travel Agency,Online,2 way Comprehensive Plan,88,Others,20.0,0.0,36,0
394,Others,Airlines,Online,Others,4,Others,15.0,6.0,36,0
395,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,Others,9.9,5.94,51,0
396,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,20.0,5.0,42,0
397,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,45.0,11.25,51,0
398,EPX,Travel Agency,Online,Others,330,Others,22.0,0.0,26,0
399,Others,Airlines,Online,Others,34,SINGAPORE,3.44,0.96,48,0
400,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,75,0
401,EPX,Travel Agency,Online,Others,28,Others,11.0,0.0,65,0
402,C2B,Airlines,Online,Others,65,SINGAPORE,33.5,8.38,32,0
403,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,55.0,0.0,36,0
404,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,Others,20.0,0.0,35,0
405,EPX,Travel Agency,Online,Others,9,SINGAPORE,20.0,0.0,36,0
406,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,Others,33.0,0.0,36,0
407,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,33.5,8.38,24,0
408,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,Others,89.1,53.46,33,0
409,Others,Airlines,Online,Others,6,Others,22.0,7.7,55,0
410,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,Others,0.0,77.22,59,0
411,EPX,Travel Agency,Online,Others,15,SINGAPORE,31.0,0.0,36,0
412,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,93,Others,138.6,83.16,53,0
413,Others,Airlines,Online,Others,13,Others,22.0,7.7,38,0
414,EPX,Travel Agency,Online,Others,28,Others,10.0,0.0,36,0
415,Others,Airlines,Online,Others,6,Others,15.0,6.0,50,0
416,Others,Airlines,Online,Others,3,Others,15.0,6.0,33,0
417,EPX,Travel Agency,Online,Others,13,Others,42.0,0.0,36,0
418,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,Others,20.0,0.0,36,0
419,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,45.0,0.0,36,0
420,EPX,Travel Agency,Online,Others,3,Others,10.0,0.0,36,0
421,EPX,Travel Agency,Online,Others,8,Others,10.0,0.0,38,0
422,EPX,Travel Agency,Online,Others,59,Others,20.0,0.0,36,0
423,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,Others,29.0,0.0,36,0
424,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,Others,20.0,0.0,36,0
425,EPX,Travel Agency,Online,Others,4,Others,38.0,0.0,35,0
426,EPX,Travel Agency,Online,Others,17,Others,15.0,0.0,35,0
427,EPX,Travel Agency,Online,Others,14,Others,10.0,0.0,36,0
428,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,22.0,0.0,49,0
429,EPX,Travel Agency,Online,Others,40,Others,16.0,0.0,25,0
430,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,32,0
431,EPX,Travel Agency,Online,Others,9,Others,43.0,0.0,35,0
432,Others,Airlines,Online,Others,16,Others,3.22,1.13,48,0
433,EPX,Travel Agency,Online,Others,75,Others,10.0,0.0,36,0
434,EPX,Travel Agency,Online,Others,47,Others,14.0,0.0,36,0
435,EPX,Travel Agency,Online,Others,22,Others,35.0,0.0,36,0
436,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,20.0,0.0,44,0
437,Others,Airlines,Online,Others,121,Others,14.11,4.94,48,0
438,Others,Airlines,Online,Others,2,Others,4.95,1.73,48,0
439,EPX,Travel Agency,Online,2 way Comprehensive Plan,106,Others,53.0,0.0,35,0
440,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,19.8,11.88,31,0
441,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,Others,22.0,0.0,36,0
442,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,41.5,10.38,35,0
443,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,28.0,0.0,36,0
444,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,24.0,0.0,36,0
445,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,29.7,17.82,46,0
446,EPX,Travel Agency,Online,Others,2,Others,18.0,0.0,36,0
447,EPX,Travel Agency,Online,Others,140,Others,10.0,0.0,25,0
448,EPX,Travel Agency,Online,Others,91,Others,76.0,0.0,39,0
449,EPX,Travel Agency,Online,Others,4,Others,80.0,0.0,36,0
450,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,104,Others,89.1,53.46,45,0
451,EPX,Travel Agency,Online,Others,5,Others,37.0,0.0,36,0
452,Others,Airlines,Online,Others,63,Others,35.0,12.25,48,0
453,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,39,0
454,EPX,Travel Agency,Online,Others,23,Others,20.0,0.0,36,0
455,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,0.0,5.94,31,0
456,Others,Airlines,Online,Others,42,Others,22.0,7.7,46,0
457,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,43,0
458,EPX,Travel Agency,Online,Others,29,Others,30.0,0.0,36,0
459,EPX,Travel Agency,Online,Others,11,Others,45.0,0.0,58,0
460,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Others,20.0,0.0,55,0
461,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,38.0,0.0,56,0
462,EPX,Travel Agency,Online,Others,134,Others,26.0,0.0,33,0
463,EPX,Travel Agency,Online,Others,18,SINGAPORE,14.0,0.0,35,0
464,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,Others,22.0,0.0,36,0
465,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,Others,47.0,0.0,36,0
466,C2B,Airlines,Online,Annual Silver Plan,393,SINGAPORE,252.85,63.21,31,0
467,Others,Airlines,Online,Others,22,Others,26.0,9.1,37,0
468,EPX,Travel Agency,Online,Others,27,SINGAPORE,59.0,0.0,36,0
469,Others,Airlines,Online,Others,69,Others,167.0,58.45,55,0
470,EPX,Travel Agency,Online,Others,14,Others,0.0,0.0,27,0
471,Others,Airlines,Online,Others,26,Others,26.0,9.1,48,0
472,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,23,0
473,EPX,Travel Agency,Online,Others,11,Others,10.0,0.0,36,0
474,EPX,Travel Agency,Online,Others,99,Others,11.0,0.0,36,0
475,EPX,Travel Agency,Online,Others,35,Others,21.0,0.0,36,0
476,EPX,Travel Agency,Online,Others,78,Others,71.0,0.0,36,0
477,EPX,Travel Agency,Online,Others,8,Others,15.0,0.0,36,0
478,EPX,Travel Agency,Online,Others,1,Others,20.0,0.0,36,0
479,EPX,Travel Agency,Online,Others,4,Others,41.0,0.0,36,0
480,EPX,Travel Agency,Online,2 way Comprehensive Plan,118,SINGAPORE,112.0,0.0,36,0
481,EPX,Travel Agency,Online,Others,56,Others,59.0,0.0,36,0
482,EPX,Travel Agency,Online,Others,29,Others,20.0,0.0,36,0
483,C2B,Airlines,Online,Silver Plan,35,SINGAPORE,47.5,11.88,31,0
484,EPX,Travel Agency,Online,Others,7,Others,10.0,0.0,36,0
485,C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,94.0,23.5,33,0
486,EPX,Travel Agency,Online,Others,77,Others,80.0,0.0,36,0
487,Others,Airlines,Online,Others,7,Others,45.0,15.75,30,0
488,EPX,Travel Agency,Online,Others,2,SINGAPORE,10.0,0.0,36,0
489,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,Others,27.0,0.0,36,0
490,EPX,Travel Agency,Online,Others,33,Others,22.0,0.0,37,0
491,Others,Airlines,Online,Others,12,Others,22.0,7.7,66,0
492,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,27.75,6.94,25,0
493,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,66.0,0.0,36,0
494,Others,Airlines,Online,Others,18,Others,22.0,7.7,45,0
495,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,24,Others,29.7,17.82,31,0
496,EPX,Travel Agency,Online,Others,71,Others,15.0,0.0,48,0
497,EPX,Travel Agency,Online,Others,33,Others,34.0,0.0,36,0
498,EPX,Travel Agency,Online,Others,11,Others,10.0,0.0,36,0
499,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,Others,31.0,0.0,36,0
500,EPX,Travel Agency,Online,Others,49,SINGAPORE,20.0,0.0,36,0
501,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,Others,22.0,0.0,29,0
502,Others,Airlines,Online,Others,3,Others,18.0,6.3,49,0
503,EPX,Travel Agency,Online,Others,282,Others,37.0,0.0,36,0
504,EPX,Travel Agency,Online,Others,29,Others,20.0,0.0,33,0
505,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Others,20.0,0.0,40,0
506,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,Others,99.0,59.4,55,0
507,EPX,Travel Agency,Online,2 way Comprehensive Plan,123,Others,34.0,0.0,36,0
508,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,44.0,0.0,35,0
509,EPX,Travel Agency,Online,Others,13,Others,67.0,0.0,36,0
510,EPX,Travel Agency,Online,Others,172,Others,80.0,0.0,36,0
511,EPX,Travel Agency,Online,Others,86,Others,26.0,0.0,36,0
512,EPX,Travel Agency,Online,Others,30,Others,36.0,0.0,36,0
513,EPX,Travel Agency,Online,Others,63,Others,10.0,0.0,24,0
514,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,27.0,0.0,54,0
515,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,Others,34.0,0.0,36,0
516,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.5,6.13,38,0
517,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,Others,9.9,5.94,39,0
518,EPX,Travel Agency,Online,Others,18,Others,10.0,0.0,32,0
519,EPX,Travel Agency,Online,Others,35,Others,18.0,0.0,36,0
520,EPX,Travel Agency,Online,Others,2,SINGAPORE,10.0,0.0,47,0
521,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,Others,87.0,0.0,68,0
522,EPX,Travel Agency,Online,Others,13,SINGAPORE,16.0,0.0,36,0
523,EPX,Travel Agency,Online,Others,19,Others,19.0,0.0,33,0
524,EPX,Travel Agency,Online,Others,91,Others,20.0,0.0,36,0
525,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,24.0,6.0,54,0
526,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,Others,20.0,0.0,41,0
527,EPX,Travel Agency,Online,Others,10,Others,10.0,0.0,36,0
528,EPX,Travel Agency,Online,Others,14,Others,27.0,0.0,36,0
529,EPX,Travel Agency,Online,Others,102,Others,10.0,0.0,36,0
530,Others,Travel Agency,Online,Others,47,Others,109.0,41.42,22,0
531,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,28.0,0.0,30,0
532,EPX,Travel Agency,Online,Others,20,Others,12.0,0.0,36,0
533,Others,Airlines,Online,Others,47,Others,50.0,17.5,31,0
534,EPX,Travel Agency,Online,Others,49,Others,11.0,0.0,36,0
535,C2B,Airlines,Online,Bronze Plan,87,SINGAPORE,52.65,13.16,42,0
536,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,29.0,0.0,36,0
537,EPX,Travel Agency,Online,Others,17,Others,23.0,0.0,36,0
538,Others,Airlines,Online,Others,10,Others,26.0,9.1,27,0
539,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,Others,20.0,0.0,54,0
540,EPX,Travel Agency,Online,Others,3,Others,30.0,0.0,36,0
541,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,Others,49.5,29.7,46,0
542,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,Others,53.0,0.0,36,0
543,Others,Airlines,Online,Others,90,Others,44.0,15.4,62,0
544,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,Others,19.8,11.88,35,0
545,EPX,Travel Agency,Online,Others,7,SINGAPORE,0.0,0.0,37,0
546,EPX,Travel Agency,Online,Others,2,Others,21.0,0.0,36,0
547,EPX,Travel Agency,Online,Others,9,Others,10.0,0.0,54,0
548,EPX,Travel Agency,Online,Others,16,Others,20.0,0.0,36,0
549,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,Others,20.0,0.0,54,0
550,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,78,Others,49.5,29.7,31,0
551,EPX,Travel Agency,Online,Others,40,Others,13.0,0.0,24,0
552,Others,Airlines,Online,Others,314,SINGAPORE,0.51,0.14,48,0
553,Others,Airlines,Online,Others,101,Others,40.0,14.0,51,0
554,Others,Airlines,Online,Others,102,Others,83.0,29.05,45,0
555,EPX,Travel Agency,Online,Others,9,Others,38.0,0.0,33,0
556,EPX,Travel Agency,Online,Others,1,Others,41.0,0.0,36,0
557,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,Others,29.7,17.82,56,0
558,EPX,Travel Agency,Online,Others,9,Others,20.0,0.0,36,0
559,EPX,Travel Agency,Online,Others,10,Others,30.0,0.0,36,0
560,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,36.0,0.0,36,0
561,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,26.5,6.63,36,0
562,Others,Airlines,Online,Others,20,Others,22.0,7.7,39,0
563,Others,Travel Agency,Offline,Others,29,Others,29.0,9.57,73,0
564,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,112.0,0.0,36,0
565,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,24,1
566,EPX,Travel Agency,Online,Others,14,SINGAPORE,20.0,0.0,36,0
567,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,252.85,63.21,30,0
568,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,Others,43.0,0.0,36,0
569,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,Others,59.4,35.64,47,0
570,Others,Airlines,Online,Others,9,Others,0.0,9.1,31,0
571,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,Others,59.4,35.64,34,0
572,C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,33.5,8.38,23,0
573,EPX,Travel Agency,Online,Others,12,Others,20.0,0.0,36,0
574,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,Others,128.7,77.22,59,0
575,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,Others,99.0,59.4,31,0
576,EPX,Travel Agency,Online,Others,4,SINGAPORE,24.0,0.0,36,0
577,EPX,Travel Agency,Online,Others,20,Others,19.0,0.0,36,0
578,C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,216.0,54.0,40,0
579,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,Others,36.0,0.0,40,0
580,EPX,Travel Agency,Online,Others,18,Others,80.0,0.0,59,0
581,C2B,Airlines,Online,Silver Plan,81,SINGAPORE,41.5,10.38,29,0
582,Others,Airlines,Online,Others,283,Others,37.0,12.95,38,0
583,EPX,Travel Agency,Online,Others,17,SINGAPORE,10.0,0.0,36,0
584,EPX,Travel Agency,Online,Others,47,Others,19.0,0.0,36,0
585,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,115,Others,79.2,47.52,39,0
586,Others,Airlines,Online,Others,144,SINGAPORE,11.51,3.23,48,0
587,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,27.0,0.0,36,0
588,EPX,Travel Agency,Online,Others,2,Others,20.0,0.0,36,0
589,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,Others,20.0,0.0,60,0
590,Others,Airlines,Online,Others,109,Others,69.0,24.15,52,0
591,EPX,Travel Agency,Online,Others,8,Others,34.0,0.0,36,0
592,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,112.0,0.0,36,0
593,C2B,Airlines,Online,Others,13,SINGAPORE,63.7,15.93,53,0
594,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,Others,138.6,83.16,54,0
595,EPX,Travel Agency,Online,Others,6,SINGAPORE,10.0,0.0,36,0
596,EPX,Travel Agency,Online,Others,31,Others,21.0,0.0,36,0
597,Others,Airlines,Online,Others,61,Others,26.0,9.1,42,0
598,Others,Airlines,Online,Others,3,Others,18.0,6.3,63,0
599,Others,Airlines,Online,Others,3,Others,18.0,6.3,44,0
600,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,Others,39.0,0.0,36,0
602,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,206,Others,29.7,17.82,39,0
603,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,14.95,3.74,41,0
604,EPX,Travel Agency,Online,Others,23,Others,10.0,0.0,21,0
605,EPX,Travel Agency,Online,Others,4,Others,38.0,0.0,36,0
606,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,41.5,10.38,29,0
607,EPX,Travel Agency,Online,Others,3,SINGAPORE,60.0,0.0,36,0
608,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,187.85,46.96,65,0
609,EPX,Travel Agency,Online,Others,55,Others,10.0,0.0,36,0
610,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,51,Others,128.7,77.22,31,0
611,EPX,Travel Agency,Online,Others,20,SINGAPORE,14.0,0.0,36,0
612,EPX,Travel Agency,Online,Others,9,SINGAPORE,23.0,0.0,36,0
613,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,32.0,8.0,25,0
614,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,Others,29.0,0.0,36,0
615,EPX,Travel Agency,Online,Others,7,Others,12.0,0.0,42,0
616,Others,Airlines,Online,Others,11,Others,35.0,12.25,64,0
617,Others,Travel Agency,Online,Others,2,Others,25.0,16.25,48,0
618,EPX,Travel Agency,Online,2 way Comprehensive Plan,71,Others,85.0,0.0,36,0
619,Others,Airlines,Online,Others,55,Others,58.0,20.3,49,0
620,EPX,Travel Agency,Online,Others,7,Others,20.0,0.0,36,0
621,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,43.0,0.0,61,0
622,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,176,Others,9.9,5.94,31,0
623,Others,Airlines,Online,Others,8,Others,30.0,10.5,36,0
624,EPX,Travel Agency,Online,Others,42,Others,10.0,0.0,36,0
625,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,Others,38.0,0.0,36,0
626,EPX,Travel Agency,Online,Others,27,Others,10.0,0.0,28,0
627,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,Others,37.0,0.0,48,0
628,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,34.0,0.0,36,0
629,EPX,Travel Agency,Online,Others,2,Others,11.0,0.0,36,0
630,Others,Airlines,Online,Others,18,Others,35.0,12.25,69,0
631,EPX,Travel Agency,Online,Others,213,Others,30.0,0.0,36,0
632,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,Others,0.0,41.58,44,0
633,C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,72.0,18.0,26,0
634,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,Others,49.5,29.7,59,0
635,EPX,Travel Agency,Online,Others,79,SINGAPORE,51.0,0.0,36,0
636,EPX,Travel Agency,Online,Others,3,Others,20.0,0.0,36,0
637,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,Others,79.2,47.52,27,0
638,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,Others,19.8,11.88,51,0
639,Others,Airlines,Online,Others,13,Others,35.0,12.25,64,0
640,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,33.0,0.0,36,0
641,Others,Airlines,Online,Others,10,Others,58.0,20.3,27,0
642,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,Others,21.0,0.0,45,0
643,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,Others,20.0,0.0,47,0
644,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,Others,39.0,0.0,36,0
645,Others,Airlines,Online,Others,3,Others,15.0,6.0,71,0
646,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,SINGAPORE,112.0,0.0,37,0
647,EPX,Travel Agency,Online,Others,271,Others,27.0,0.0,36,0
648,Others,Airlines,Online,Others,56,Others,23.0,9.2,32,0
649,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,29.0,0.0,36,0
650,EPX,Travel Agency,Online,Others,51,Others,52.0,0.0,36,0
651,Others,Airlines,Online,Others,6,Others,22.0,7.7,41,0
652,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,Others,39.6,23.76,63,0
653,C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,17.5,4.38,25,0
654,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,43,0
655,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,174,Others,69.3,41.58,31,0
656,Others,Airlines,Online,Others,55,Others,33.0,11.55,31,0
657,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,96.0,0.0,35,0
658,C2B,Airlines,Online,Silver Plan,49,SINGAPORE,15.0,3.75,31,0
659,Others,Airlines,Online,Others,13,Others,40.0,14.0,56,0
660,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,47.0,0.0,36,0
661,C2B,Airlines,Online,Silver Plan,44,SINGAPORE,63.5,15.88,25,0
